tx	gene_id	d3_fw_1	d3_fw_2	d3_fw_3	d3_hw_1	d3_hw_2	d3_hw_3	d6_fw_1	d6_fw_2	d6_fw_3	d6_hw_1	d6_hw_2	d6_hw_3
HMEL035452g1.t1	HMEL035452g1	0	0	0	3.051148	0	0	0	0	0	9.553563	0	0
HMEL013509g1.t1	HMEL013509g1	68.876407	84.911819	49.283429	63.315769	75.807131	82.390167	31.984222	36.51267	76.053276	73.3584	69.328284	61.515004
HMEL013505g1.t1	HMEL013505g1	176.825403	194.35565	144.438061	154.452803	156.516995	144.877054	92.956695	57.915089	110.501328	65.678808	69.28338	69.986803
HMEL013498g1.t1	HMEL013498g1	0	0	0	0	0	0	0	0.53942	0.811665	1.545777	1.837504	2.690795
HMEL013496g1.t1	HMEL013496g1	0	1.246382	1.962853	0	0	0	14.118037	7.053293	0	2.945159	11.728328	7.440589
HMEL035456g1.t1	HMEL035456g1	0	0	0	0	2.335443	0	17.759677	6.753709	0	22.050506	63.813749	3.581134
HMEL007271g1.t2	HMEL007271g1	25.648511	93.515054	68.403692	50.93597	99.159555	71.016504	76.653352	0	0	0	28.783663	76.650458
HMEL007271g1.t1	HMEL007271g1	24.963629	0	38.601289	18.655258	10.048162	5.867331	0	59.873927	65.438993	27.914632	53.572423	0
HMEL022657g2.t1	HMEL022657g2	1.413683	4.552383	1.178194	3.88768	2.935201	2.402382	0	0	0	9.150688	1.178029	0
HMEL006113g1.t1	HMEL006113g1	19.229256	0	16.915968	0	40.243789	0	0	29.688917	0	0	0	65.005722
HMEL035720g1.t1	HMEL035720g1	5.034244	4123.998991	18.08416	6.951296	11465.4128	13.795329	4.715553	1.160206	2.913695	3.74515	4.407531	3.019618
HMEL009813g1.t1	HMEL009813g1	0	0	0	0	0	0	0	0	0	20.203106	0	0
HMEL009822g1.t1	HMEL009822g1	27.474149	34.322677	54.629542	26.893779	74.171065	58.232677	428.163662	15171.89578	225.106688	226.614252	1180.459287	20807.656876
HMEL013425g1.t1	HMEL013425g1	55.913458	36.969786	64.608896	75.333221	70.286583	112.930074	11.601831	43.843778	0	7.145972	19.340334	4.669624
HMEL017098g3.t1	HMEL017098g3	0	0	0	0	0	0	0	0	0	17.064521	0	0
HMEL008717g1.t1	HMEL008717g1	0	0	0	0	0	0	0	0	0	5.688174	0	0
HMEL008717g1.t2	HMEL008717g1	0	0	0	0	0	0	9.174268	0	19.67504	0	0	0
HMEL003497g2.t1	HMEL003497g2	26.451564	34.411284	4.525508	47.486744	35.489471	7.422365	2.268324	54.710766	7.391251	8.582175	6.424546	35.277484
HMEL003497g3.t1	HMEL003497g3	18.649755	16.98295	4.135516	33.038487	15.579368	1.938209	1.967449	22.402097	7.598784	12.035369	11.028767	29.023129
HMEL003496g1.t1	HMEL003496g1	0.201761	0.217859	2.643298	0.325231	0.416385	1.705344	0.883603	3.263788	3.444464	1.725342	7.077692	2.007226
HMEL010553g1.t1	HMEL010553g1	176.237325	149.248325	155.660403	169.954274	161.111469	153.962256	83.9826	104.75975	66.093683	81.842688	18.729168	57.390521
HMEL010382g2.t1	HMEL010382g2	0.263961	8.574907	7.874828	0.846363	5.213891	3.156548	4.550344	6.674898	7.511956	8.033542	22.106661	18.737356
HMEL017925g5.t1	HMEL017925g5	0	0	0	5.566006	0	0	59.747045	0	88.561827	142.345138	0	11.830595
HMEL017925g3.t1	HMEL017925g3	22.129981	57.029221	90.544675	45.272652	40.587254	48.52696	58.02779	39.786709	6.357559	10.874474	39.145159	30.092796
HMEL017925g1.t1	HMEL017925g1	7.636482	16.051513	19.504273	2.981457	7.968827	25.646063	0	22.885234	0	9.332857	68.610871	30.530833
HMEL035593g1.t1	HMEL035593g1	226.515713	134.463563	471.093114	135.76428	176.019765	579.427937	1998.788967	1230.937788	1618.691689	1029.750394	579.871392	558.13526
HMEL013867g1.t1	HMEL013867g1	0	5.154839	0	0	0	0	0	0	0	24.088561	0	7.899076
HMEL013867g1.t2	HMEL013867g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL013867g2.t1	HMEL013867g2	1.579147	0	0	0	0	0	11.9963	6.653521	0	18.827428	23.044219	23.305056
HMEL013867g2.t2	HMEL013867g2	37.522769	0	0	35.82972	17.692528	0	0	0	0	0	0	0
HMEL013867g2.t3	HMEL013867g2	0	18.228704	5.357128	0	0	14.341759	0	0	0	0	0	0
HMEL013866g1.t1	HMEL013866g1	0	0	0	0	0	0	0	0	0	10.874474	17.126007	0
HMEL013866g3.t1	HMEL013866g3	28.640513	26.940952	0	34.055049	23.578457	0	22.448665	48.291532	63.055161	49.944002	36.464357	17.572914
HMEL013866g3.t2	HMEL013866g3	24.406237	17.957884	39.314698	31.080922	25.546007	28.31731	69.712769	0	0	0	45.830149	31.772228
HMEL013865g1.t1	HMEL013865g1	68.694258	43.01225	99.559748	71.057255	41.310099	82.982392	65.548059	59.218349	79.887289	53.741186	37.176232	41.598263
HMEL013864g1.t1	HMEL013864g1	0	0.188279	0.286726	0	0.180297	0	0	1.115035	0	3.428156	0.632775	1.543907
HMEL013863g1.t1	HMEL013863g1	0.733732	0	0	0.575714	0.761378	0	0	0	0	3.789663	0	0
HMEL012849g1.t1	HMEL012849g1	0.191529	0.154898	0.389864	1.276841	1.255501	0.040271	0.845228	0.939898	0.710143	0.761538	2.023613	0.752076
HMEL012850g1.t1	HMEL012850g1	0	0	0	0	0	0	0	0	0	1.824411	4.697178	5.644097
HMEL035629g1.t1	HMEL035629g1	45.245137	38.049004	46.358493	34.006491	33.51313	47.342995	35.412526	47.019622	0	41.985429	29.253469	0
HMEL035629g1.t2	HMEL035629g1	1.312298	6.256386	20.54134	1.061527	56.913697	6.041636	0	0	31.711934	0	2.54264	25.223459
HMEL014710g2.t1	HMEL014710g2	0.787149	0.36434	1.290167	0.181195	0	0.951172	4.427157	0.726408	1.642202	3.838195	10.147189	3.041373
HMEL014709g1.t1	HMEL014709g1	81.195523	109.28963	70.903324	100.074478	103.0515	64.054547	36.29982	49.639258	21.870287	25.976576	40.673333	46.023705
HMEL014707g1.t1	HMEL014707g1	174.364585	128.397697	118.082071	132.707519	118.658515	126.262249	92.43441	88.015802	159.431091	143.498646	85.610683	92.873093
HMEL035631g1.t1	HMEL035631g1	0	0	0	0	0	0	0	15.833606	43.084843	77.382364	42.874462	16.9747
HMEL014701g4.t1	HMEL014701g4	0	0	0	0	0	0	0	0	0	0	0	0
HMEL014701g3.t1	HMEL014701g3	4.668636	0.993267	3.101132	0	0.963375	6.269647	33.975307	39.57471	53.575501	73.232168	32.397014	33.954708
HMEL014701g1.t1	HMEL014701g1	0	0	0	0.191778	0	0.407742	0	5.308094	4.554886	3.986311	11.562962	3.749335
HMEL013915g3.t1	HMEL013915g3	53.825554	50.061482	116.298661	34.242069	44.395249	52.391006	0	0	38.700056	51.813474	0	0
HMEL013915g3.t2	HMEL013915g3	21.620218	34.979009	0	37.843441	38.614821	47.627412	47.019249	80.330626	0	0	90.841022	70.372115
HMEL036737g1.t1	HMEL036737g1	0	0	0	0	0	0	0	0	0	21.068357	7.167704	0
HMEL013915g5.t1	HMEL013915g5	3.061499	3.205277	20.688445	2.375646	3.1803	15.322423	0	9.123599	0	52.031576	15.05622	4.85816
HMEL035642g1.t1	HMEL035642g1	0	8.237898	0	0	0	0	65.369028	24.140461	0	19.476898	78.497307	0
HMEL002168g1.t1	HMEL002168g1	0.617088	0.53327	2.226941	0.198794	0.382449	1.671494	7.550185	25.472055	8.395128	3.853683	11.10998	27.289752
HMEL035647g1.t1	HMEL035647g1	0	0	0	0	0.671479	0	16.075822	21.669183	2.909298	28.625733	3.244098	6.239958
HMEL008463g2.t1	HMEL008463g2	131.017773	146.056212	1033.726701	128.635024	132.987979	925.41763	1072.522632	4220.15918	1051.93382	1263.641547	1012.365293	3589.378676
HMEL008461g1.t1	HMEL008461g1	165.550034	147.818399	128.062122	162.783487	102.481931	70.420505	228.140679	515.090305	307.628912	383.089724	132.839367	294.963462
HMEL017865g1.t1	HMEL017865g1	0.371392	0	0	0	0.387645	0	0	1.157838	1.731916	0	0.647682	1.252305
HMEL033873g1.t1	HMEL033873g1	0	1.361593	0	0	1.451941	0	1.007655	0	0	2.800986	1.254394	0.813726
HMEL008455g1.t2	HMEL008455g1	16.844163	20.252124	67.418488	9.788277	17.912765	61.859351	16.729987	46.92181	17.080542	13.027012	14.286182	31.502783
HMEL008455g1.t1	HMEL008455g1	0.748935	2.104194	5.064953	0	3.260079	5.241901	0	2.452716	0	0	0	3.628897
HMEL002157g1.t1	HMEL002157g1	18.370413	0	0	0	0	0	0	0	0	0	0	0
HMEL002157g1.t2	HMEL002157g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL002159g2.t1	HMEL002159g2	0	0	0	0	0	0	0	0	0	0	19.887855	4.809911
HMEL002160g1.t1	HMEL002160g1	0.060055	0.1296	0.490272	0.145409	0.061854	1.822564	0.792226	0.586337	4.130287	5.002227	4.587502	1.428187
HMEL008465g3.t1	HMEL008465g3	38.957685	35.47348	44.846715	35.987782	31.099094	32.407487	25.962992	26.095703	28.439662	29.811552	7.14623	20.444571
HMEL008467g1.t1	HMEL008467g1	110.0072	107.567572	77.583135	116.456609	102.585277	76.571159	38.922744	38.58129	16.894816	13.553161	43.81949	40.396197
HMEL025046g1.t2	HMEL025046g1	10.097779	0	0	0	10.430319	0	0	7.512443	0	12.260882	0	11.978074
HMEL025046g1.t1	HMEL025046g1	0	7.152937	7.67118	8.815509	0	30.281561	26.856684	0	57.675309	0	11.350583	0
HMEL025040g1.t1	HMEL025040g1	0	0	0	0	0	0	0	17.537511	0	21.437915	0	0
HMEL025040g1.t2	HMEL025040g1	0	46.212232	0	0	100.845966	4.910003	23.203663	0	0	0	19.340334	9.339248
HMEL025038g2.t1	HMEL025038g2	0	2.454805	0	1.443581	1.894534	0	0	0	2.091737	4.866591	0	1.503003
HMEL025038g2.t2	HMEL025038g2	0	0	0	0	0	0	0	0	0	0	0	0
HMEL025038g2.t3	HMEL025038g2	0	0	0	0	0	0.780744	0	1.401693	0	0	6.239561	0
HMEL035783g1.t1	HMEL035783g1	2047.111155	1351.868422	866.861811	2011.2827	1107.214016	611.728434	84.549034	14.890477	106.67657	48.66452	154.446641	36.517863
HMEL021952g2.t1	HMEL021952g2	15.083897	31.780562	8.671869	39.269077	10.51299	25.483082	0	15.167595	103.372372	61.849722	0	32.500546
HMEL035762g1.t1	HMEL035762g1	0	0	0	0	0	0	0	0	0	80.812422	13.610777	27.087323
HMEL012223g1.t1	HMEL012223g1	0	0	51.804907	0	0	0	80.595766	211.608223	0	47.404561	128.812852	265.244072
HMEL012225g1.t1	HMEL012225g1	8.702124	6.064445	7.216228	11.130727	4.43449	0	17.12159	13.042878	0	39.233342	14.426112	6.829662
HMEL012730g1.t1	HMEL012730g1	4.464137	0	0	10.467973	0	0	0	13.41543	18.381787	0	0	14.355981
HMEL035739g1.t1	HMEL035739g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL012735g1.t1	HMEL012735g1	68.456599	51.114894	16.665396	63.369697	56.245534	21.096008	18.3554	45.592221	15.38573	11.363603	19.250872	51.088992
HMEL007289-RA	HMEL007289-RA	56.132088	213.727397	888.576829	112.347416	241.606737	1030.607572	81.260965	14.562224	123.876568	169.115365	55.117316	22.018859
HMEL008814g1.t1	HMEL008814g1	49.521562	51.775275	10.472248	38.567161	38.122952	33.30875	0	24.544632	3.981607	20.588932	23.81256	15.67658
HMEL008813g1.t1	HMEL008813g1	45.048128	37.18245	38.732951	45.709479	31.803198	28.884721	41.893172	26.804612	41.42132	44.190176	14.682405	20.765308
HMEL008812g1.t1	HMEL008812g1	105.670329	125.732965	103.090623	109.295541	122.935295	92.450232	50.580348	47.867256	48.269243	35.130263	31.247994	41.300237
HMEL015065g1.t1	HMEL015065g1	1.198568	0.432969	2.003283	0.31874	6.675444	11.677009	32.326812	153.963132	18.558471	10.806228	11.785043	108.444592
HMEL013473g1.t1	HMEL013473g1	0	0	0	0	12.016331	0	0	0	0	0	0	0
HMEL013474g1.t1	HMEL013474g1	63.824802	48.42355	48.383827	52.867598	51.96334	51.348639	24.221744	54.299067	13.497588	29.450912	20.274455	39.577614
HMEL013475g1.t1	HMEL013475g1	18.839438	26.443132	0	34.236454	45.924978	10.617551	0	19.07526	0	30.984708	10.287332	0
HMEL013477g1.t1	HMEL013477g1	0	19.209733	10.527245	0	0	20.569457	0	18.446769	0	14.994031	249.136865	29.804115
HMEL015057g2.t1	HMEL015057g2	0	0	0.279103	0	0.351968	0	2.330985	1.190098	0	1.46565	4.009031	0
HMEL006629g1.t1	HMEL006629g1	0	41.316614	0	41.657464	0	0	0	0	20.601218	32.26789	0	29.246204
HMEL006629g1.t2	HMEL006629g1	71.782613	20.140851	0	28.533178	22.896729	49.557072	0	32.480997	0	0	0	0
HMEL006629g1.t3	HMEL006629g1	0	2.9e-05	50.315973	0	29.678133	0	48.145326	0	0	0	14.688059	0
HMEL035514g1.t1	HMEL035514g1	5.027966	0	0	3.926908	0	0	0	0	0	0	0	0
HMEL035516g1.t1	HMEL035516g1	0	0	4.779092	0	0	0	178.58299	59.112009	106.192131	96.279955	55.980237	17.974989
HMEL008775g1.t1	HMEL008775g1	8.642852	0.705106	436.493389	32.265238	1.181253	358.707254	229.975414	384.857482	151.091303	93.745385	288.676535	394.424066
HMEL008775g2.t1	HMEL008775g2	13.413747	21.092349	28.420394	18.259112	17.45957	33.674094	239.043745	220.126654	139.401428	301.988012	49.332194	208.038961
HMEL008775g3.t1	HMEL008775g3	0	0	0	0	0	0	0	0	0	0	0	0
HMEL008781g1.t1	HMEL008781g1	0.331618	1.37153	0.451048	0.84768	1.024431	0.372627	1.458893	2.519957	1.902177	1.906657	2.783245	2.632267
HMEL002816g1.t1	HMEL002816g1	31.149684	33.134892	18.261843	0	32.652714	0	84.726252	63.632517	0	74.553631	85.165159	0
HMEL002817g1.t1	HMEL002817g1	5.896503	0	0	4.595026	6.162349	0	0	0	0	43.586852	9.658366	0
HMEL035524g1.t1	HMEL035524g1	0	39.963339	0	0	0	0	0	32.114774	30.737563	0	19.730852	0
HMEL035524g1.t2	HMEL035524g1	26.57105	0	30.948724	30.249286	29.606236	18.999618	20.588652	0	0	24.273325	0	18.983457
HMEL002828g2.t1	HMEL002828g2	0	0	0	0.105269	0	0	0	0	0	0.370623	2.877623	0.703694
HMEL035528g1.t1	HMEL035528g1	40.657342	37.954697	39.852776	43.427255	32.312924	40.04549	24.151571	13.811963	19.771706	25.965159	29.415536	17.051622
HMEL008048g1.t1	HMEL008048g1	0	0	0	0	0	0	0	0	0	42.263524	37.452593	0
HMEL008048g2.t1	HMEL008048g2	0	0	0	0	0	0	0	0	22.779838	0	81.745247	9.022746
HMEL008048g3.t1	HMEL008048g3	0	0	0.910253	0.659636	0.5708	0	0	0	1.29921	1.515515	3.902917	0.473786
HMEL003976g1.t1	HMEL003976g1	0	0	0	0	0	0.947525	4.811199	0	0	4.378333	8.432492	0
HMEL035539g1.t1	HMEL035539g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL011850g1.t2	HMEL011850g1	0	0	0	11.173327	0	0	38.676795	0	0	0	0	0
HMEL011850g1.t3	HMEL011850g1	14.295557	0	16.390795	0	0	0	0	0	0	0	0	0
HMEL035545g1.t1	HMEL035545g1	0	0	0	0	0	0	0	0	52.752226	91.952908	0	44.883564
HMEL012092g2.t1	HMEL012092g2	0	7.944083	13.167999	5.85944	7.873545	0	31.47978	46.458503	0	112.57575	88.003416	12.518803
HMEL012092g1.t1	HMEL012092g1	0	0	0	1.280007	3.407407	0	6.542329	0	0	12.238867	2.774527	2.624929
HMEL012088g1.t1	HMEL012088g1	0	0	0	0	0	0	0	0	0	22.071858	14.825363	0
HMEL012087-RA	HMEL012087-RA	10.693338	19.597527	75.168446	8.85236	24.52778	47.321945	1.350192	2.487583	4.493413	9.18475	5.089429	7.181764
HMEL012084g1.t1	HMEL012084g1	0	0	0	0	0	0	0	1.541311	0	2.025311	1.740429	1.700202
HMEL012079g1.t1	HMEL012079g1	14.291009	15.543808	22.8993	16.107466	14.534617	28.189667	11.788604	16.075796	11.107633	12.686849	6.496906	11.043667
HMEL035552g1.t1	HMEL035552g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL035554g1.t1	HMEL035554g1	0	0	0	0	0	0	0	17.587932	0	14.305296	0	0
HMEL012077g1.t1	HMEL012077g1	15.639609	21.117778	23.296686	13.512254	16.192885	13.912131	13.443774	12.501148	0	10.539968	2.728611	7.849747
HMEL007773g2.t1	HMEL007773g2	7.408236	12.318704	52.074944	9.65161	6.818057	52.866098	73.940757	70.006431	58.565112	37.943886	31.379024	60.181396
HMEL035557g1.t1	HMEL035557g1	5.012025	0	2.778307	0	1.703704	2.747875	0	0	14.306708	40.796223	16.647162	10.499715
HMEL035558g1.t1	HMEL035558g1	1.98931	0	3.301025	1.543394	1.024056	6.653344	8.004332	9.01843	17.505605	7.519769	16.423644	0
HMEL007774g1.t1	HMEL007774g1	1.287382	1.805971	4.100127	0.831105	0.795724	1.519803	0	1.256129	1.579877	0.738931	1.797188	1.293727
HMEL033152g1.t1	HMEL033152g1	0	0	0	0	0	0	0	0	0	9.553563	0	0
HMEL035560g1.t1	HMEL035560g1	0	0	0	0	0	0	14.781754	5.637311	8.033898	18.401542	28.154338	14.871789
HMEL008824g1.t1	HMEL008824g1	2.278587	6.787294	6.377978	5.019376	4.802706	4.87163	21.788798	52.964489	14.377754	18.842152	33.17638	70.943108
HMEL008819g1.t1	HMEL008819g1	184.744628	622.098002	606.503774	392.073815	803.754654	445.532386	459.582644	122.114216	318.462286	183.600399	382.643671	107.779418
HMEL008819g1.t2	HMEL008819g1	185.346488	622.186869	608.646352	391.860098	806.638023	448.215032	452.941751	113.848675	328.455446	172.692458	392.434944	88.934454
HMEL008818g1.t1	HMEL008818g1	4.119075	2.14308	0	7.910409	16.87471	6.790381	8.036173	24.509925	26.098175	10.001349	3.402236	6.477833
HMEL022548g1.t1	HMEL022548g1	0	18.472988	0	4.499896	0	3.835708	6.379745	3.503078	0	0	0	0
HMEL022548g1.t2	HMEL022548g1	2.931217	0	3.204413	0	22.134678	0	0	0	2.701492	2.479303	16.374121	6.616594
HMEL016628-RA	HMEL016628-RA	990.477625	564.087804	1663.100816	855.396519	670.940425	1268.543656	527.088254	509.289223	442.831243	362.114162	310.10533	424.748963
HMEL035571g1.t1	HMEL035571g1	527.43459	421.03642	1250.959879	544.927893	433.044961	935.536026	440.716926	534.272779	622.861219	806.792872	377.157606	1114.173443
HMEL016632g1.t1	HMEL016632g1	212.190569	289.492601	225.354539	280.396529	306.38752	225.625606	135.824826	190.82036	163.406431	178.0811	78.713802	169.652554
HMEL016633g1.t1	HMEL016633g1	0	0	0	0	0	0	0	0	0	10.160269	40.61747	0
HMEL016639g1.t1	HMEL016639g1	164.616902	161.606606	146.351747	162.440201	149.837607	156.530976	180.170621	403.266233	324.658099	387.763593	192.079794	313.642994
HMEL035578g1.t1	HMEL035578g1	0	0	0	0	0	0	0	0	0	0	9.508352	28.387424
HMEL035580g1.t1	HMEL035580g1	28.762063	28.207958	11.255894	15.552418	15.531477	16.689597	33.103409	40.433227	21.714729	20.646249	19.6611	47.855734
HMEL016652g1.t1	HMEL016652g1	1272.419153	1231.157708	623.693531	1230.56622	918.886663	586.376988	198.485496	149.859295	186.320834	257.480478	202.417106	124.848064
HMEL016653g1.t1	HMEL016653g1	0	0	0	0	0	0	0	0	0	0	4.867411	0
HMEL016653g1.t3	HMEL016653g1	0	0	0	0	0	0	0	0	0	0	0	0
HMEL016654g1.t1	HMEL016654g1	0	0	16.167422	11.028704	0	0	0	14.156854	77.378643	0	99.848318	0
HMEL016654g1.t2	HMEL016654g1	0	0	0	0	9.840364	0	114.365745	0	0	0	0	0
HMEL016654g1.t3	HMEL016654g1	0	9.911603	0	0	0	7.937198	0	0	0	69.370957	0	7.576189
HMEL016654g5.t2	HMEL016654g5	86.415132	52.752842	139.095041	128.06776	42.498116	133.291861	406.131845	28.214095	337.948291	221.614639	171.626015	39.450957
HMEL016654g5.t1	HMEL016654g5	1.223416	1.351865	0	5.400553	0	8.616275	13.427869	0	0	13.765176	2.172487	0
HMEL016654g4.t1	HMEL016654g4	0	4.415285	0	1.630158	0	0	0	6.30646	35.749758	72.086808	42.045216	23.360746
HMEL035582g1.t1	HMEL035582g1	15.386205	17.628231	28.67013	19.433551	17.074917	34.242501	7.957007	11.127619	10.570497	7.199839	12.289004	11.66402
HMEL006372g1.t1	HMEL006372g1	1.066673	2.691123	12.004518	2.000841	2.209113	18.121739	3.090776	9.101856	4.278707	7.49448	2.581915	8.502887
HMEL006377g1.t1	HMEL006377g1	12.043292	8.702942	41.406124	17.783731	11.806814	37.606745	6.234019	26.186807	8.517255	24.81056	51.612181	32.041905
HMEL006377g2.t1	HMEL006377g2	3.151992	0	0	0.675899	2.189178	0	0	0	0	0	1.236445	3.213014
HMEL006377g2.t2	HMEL006377g2	0	0	0	0	0	4.067563	0	0	0	0	0	0
HMEL006377g2.t3	HMEL006377g2	0	0	0	0	0	0	0	0	0	0	0	0
HMEL006377g2.t4	HMEL006377g2	11.092933	9.430332	21.374573	7.55666	7.461243	25.070796	25.129649	28.803543	9.095889	5.261794	18.60416	18.373471
HMEL006377g2.t5	HMEL006377g2	0	0	0	0	0	0	0	0	0	0	0	0
HMEL006379g1.t1	HMEL006379g1	11.379825	906.979316	2631.18382	67.706671	1968.966172	2201.561852	828.270686	50.915018	840.35186	1447.938291	986.01239	64.443537
